วันเดือนปี,ล่าสุด,ราคาเปิด,สูงสุด,ต่ำสุด,ปริมาณ,% เปลี่ยน
26-Apr-18,22216.00,"20,826.40","23,444.60","16,400.00",0.02K,6.67%
25-Apr-18,20826.40,"21,770.40","23,764.00","20,694.50",0.04K,-4.34%
24-Apr-18,21770.40,"19,188.40","23,773.80","19,188.40",0.03K,13.46%
23-Apr-18,19188.40,"19,040.20","19,987.00","18,947.30",0.03K,0.78%
22-Apr-18,19040.20,"18,592.40","19,200.00","17,245.80",0.03K,2.41%
21-Apr-18,18592.40,"16,966.00","19,500.00","16,827.80",0.02K,9.59%
20-Apr-18,16966.00,"16,574.00","18,200.00","16,253.60",0.02K,2.37%
19-Apr-18,16574.00,"15,614.60","17,186.10","15,534.50",0.03K,6.14%
18-Apr-18,15614.60,"15,778.00","15,968.20","15,500.00",0.03K,-1.04%
17-Apr-18,15778.00,"16,206.00","16,206.00","15,659.90",0.02K,-2.64%
16-Apr-18,16206.00,"16,239.00","16,239.00","16,159.70",0.02K,-0.20%
15-Apr-18,16239.00,"16,423.00","16,423.00","16,239.00",0.03K,-1.12%
14-Apr-18,16423.00,"17,121.00","17,121.00","16,423.00",0.02K,-4.08%
13-Apr-18,17121.00,"13,999.90","17,121.00","13,999.90",0.03K,22.29%
12-Apr-18,13999.90,"12,863.80","13,999.90","12,863.80",0.03K,8.83%
11-Apr-18,12863.80,"12,885.00","12,885.00","12,863.80",0.02K,-0.16%
10-Apr-18,12885.00,"13,000.00","13,000.00","12,448.00",0.03K,-0.88%
9-Apr-18,13000.00,"12,879.00","13,000.00","12,694.80",0.03K,0.94%
8-Apr-18,12879.00,"12,881.30","12,881.30","12,879.00",0.03K,-0.02%
7-Apr-18,12881.30,"12,900.00","12,900.00","12,881.30",0.03K,-0.14%
6-Apr-18,12900.00,"13,078.00","13,078.00","12,833.50",0.01K,-1.36%
5-Apr-18,13078.00,"13,784.00","13,784.00","13,078.00",0.02K,-5.12%
4-Apr-18,13784.00,"13,000.00","13,784.00","13,000.00",0.03K,6.03%
3-Apr-18,13000.00,"12,499.30","13,000.00","12,499.30",0.03K,4.01%
2-Apr-18,12499.30,"13,580.90","13,580.90","12,362.00",0.02K,-7.96%
1-Apr-18,13580.90,"14,160.50","14,160.50","13,580.90",0.04K,-4.09%
31-Mar-18,14160.50,"15,900.00","15,900.00","14,160.50",0.03K,-10.94%
30-Mar-18,15900.00,"15,976.30","15,976.30","15,900.00",0.03K,-0.48%
29-Mar-18,15976.30,"15,992.10","15,992.10","15,976.30",0.02K,-0.10%
28-Mar-18,15992.10,"17,272.30","17,272.30","15,992.10",0.02K,-7.41%
27-Mar-18,17272.30,"17,269.40","17,272.30","17,269.40",0.02K,0.02%
26-Mar-18,17269.40,"17,282.00","17,282.00","17,269.40",0.02K,-0.07%
25-Mar-18,17282.00,"18,074.00","18,074.00","17,282.00",0.02K,-4.38%
24-Mar-18,18074.00,"18,195.20","18,195.20","18,074.00",0.03K,-0.67%
23-Mar-18,18195.20,"18,685.20","18,685.20","18,184.70",0.02K,-2.62%
22-Mar-18,18685.20,"18,879.90","18,879.90","18,685.20",0.03K,-1.03%
21-Mar-18,18879.90,"18,900.00","18,900.00","18,879.90",0.02K,-0.11%
20-Mar-18,18900.00,"19,700.00","19,700.00","18,899.00",0.03K,-4.06%
19-Mar-18,19700.00,"19,347.70","19,700.00","17,958.70",0.03K,1.82%
18-Mar-18,19347.70,"19,998.60","19,998.60","19,347.70",0.03K,-3.25%
17-Mar-18,19998.60,"20,649.50","20,649.50","19,998.60",0.03K,-3.15%
16-Mar-18,20649.50,"20,999.00","20,999.00","20,649.50",0.03K,-1.66%
15-Mar-18,20999.00,"23,488.00","23,488.00","20,999.00",0.03K,-10.60%
14-Mar-18,23488.00,"24,999.00","24,999.00","23,488.00",0.03K,-6.04%
13-Mar-18,24999.00,"24,651.00","24,999.00","24,474.10",0.03K,1.41%
12-Mar-18,24651.00,"24,666.00","24,666.00","24,651.00",0.02K,-0.06%
11-Mar-18,24666.00,"24,996.90","24,996.90","24,666.00",0.03K,-1.32%
10-Mar-18,24996.90,"26,173.00","26,173.00","24,996.90",0.02K,-4.49%
9-Mar-18,26173.00,"26,487.80","26,487.80","26,173.00",0.03K,-1.19%
8-Mar-18,26487.80,"26,800.00","26,800.00","26,487.80",0.03K,-1.16%
7-Mar-18,26800.00,"27,222.00","27,222.00","26,800.00",0.03K,-1.55%
6-Mar-18,27222.00,"27,300.00","27,300.00","27,222.00",0.02K,-0.29%
5-Mar-18,27300.00,"27,600.00","27,600.00","27,300.00",0.03K,-1.09%
4-Mar-18,27600.00,"27,696.00","27,696.00","27,600.00",0.03K,-0.35%
3-Mar-18,27696.00,"27,936.70","27,936.70","27,696.00",0.03K,-0.86%
2-Mar-18,27936.70,"27,951.80","27,951.80","27,936.70",0.03K,-0.05%
1-Mar-18,27951.80,"28,384.20","28,384.20","27,951.80",0.03K,-1.52%
28-Feb-18,28384.20,"28,500.00","28,500.00","28,384.20",0.02K,-0.41%
27-Feb-18,28500.00,"27,888.50","28,500.00","27,888.50",0.03K,2.19%
26-Feb-18,27888.50,"27,900.00","27,900.00","27,500.00",0.03K,-0.04%
25-Feb-18,27900.00,"28,748.90","28,748.90","27,900.00",0.02K,-2.95%
24-Feb-18,28748.90,"29,604.30","29,604.30","28,748.90",0.01K,-2.89%
23-Feb-18,29604.30,"29,873.80","29,873.80","28,471.10",0.02K,-0.90%
22-Feb-18,29873.80,"30,768.30","30,768.30","29,873.80",0.02K,-2.91%
21-Feb-18,30768.30,"31,219.00","31,219.00","30,768.30",0.02K,-1.44%
